Year,Month,Region,POE,Crossing,Modes,Northbound Crossing,source
2025,7,El Paso,El Paso,Bridge of the Americas,Buses,887,ELP_pdf
2025,7,El Paso,El Paso,Bridge of the Americas,Commercial Trucks,15659,ELP_pdf
2025,7,El Paso,El Paso,Bridge of the Americas,Passenger Vehicles,244540,ELP_pdf
2025,7,El Paso,El Paso,Bridge of the Americas,Pedestrians/ Bicyclists,105614,ELP_pdf
2025,7,El Paso,El Paso,El Paso Railroad Bridges,Railcars,10750,ELP_pdf
2025,7,El Paso,El Paso,Good Neighbor Bridge,Buses,0,ELP_pdf
2025,7,El Paso,El Paso,Good Neighbor Bridge,Commercial Trucks,0,ELP_pdf
2025,7,El Paso,El Paso,Good Neighbor Bridge,Passenger Vehicles,138657,ELP_pdf
2025,7,El Paso,El Paso,Good Neighbor Bridge,Pedestrians/ Bicyclists,0,ELP_pdf
2025,7,El Paso,El Paso,Paso del Norte Bridge,Buses,319,ELP_pdf
2025,7,El Paso,El Paso,Paso del Norte Bridge,Commercial Trucks,0,ELP_pdf
2025,7,El Paso,El Paso,Paso del Norte Bridge,Passenger Vehicles,218638,ELP_pdf
2025,7,El Paso,El Paso,Paso del Norte Bridge,Pedestrians/ Bicyclists,306306,ELP_pdf
2025,7,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Buses,0,ELP_pdf
2025,7,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Commercial Trucks,0,ELP_pdf
2025,7,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Passenger Vehicles,9463,ELP_pdf
2025,7,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Pedestrians/ Bicyclists,231,ELP_pdf
2025,7,El Paso,Marcelino Serna,Marcelino Serna Bridge,Buses,0,ELP_pdf
2025,7,El Paso,Marcelino Serna,Marcelino Serna Bridge,Commercial Trucks,3487,ELP_pdf
2025,7,El Paso,Marcelino Serna,Marcelino Serna Bridge,Passenger Vehicles,61273,ELP_pdf
2025,7,El Paso,Marcelino Serna,Marcelino Serna Bridge,Pedestrians/ Bicyclists,6656,ELP_pdf
2025,7,El Paso,Presidio,Boquillas,Buses,0,ELP_pdf
2025,7,El Paso,Presidio,Boquillas,Commercial Trucks,0,ELP_pdf
2025,7,El Paso,Presidio,Boquillas,Passenger Vehicles,0,ELP_pdf
2025,7,El Paso,Presidio,Boquillas,Pedestrians/ Bicyclists,331,ELP_pdf
2025,7,El Paso,Presidio,Presidio-Ojinaga International Bridge,Buses,196,ELP_pdf
2025,7,El Paso,Presidio,Presidio-Ojinaga International Bridge,Commercial Trucks,996,ELP_pdf
2025,7,El Paso,Presidio,Presidio-Ojinaga International Bridge,Passenger Vehicles,58271,ELP_pdf
2025,7,El Paso,Presidio,Presidio-Ojinaga International Bridge,Pedestrians/ Bicyclists,21438,ELP_pdf
2025,7,El Paso,Ysleta,Ysleta Bridge,Buses,0,ELP_pdf
2025,7,El Paso,Ysleta,Ysleta Bridge,Commercial Trucks,57014,ELP_pdf
2025,7,El Paso,Ysleta,Ysleta Bridge,Passenger Vehicles,313386,ELP_pdf
2025,7,El Paso,Ysleta,Ysleta Bridge,Pedestrians/ Bicyclists,158286,ELP_pdf
2025,8,El Paso,El Paso,Bridge of the Americas,Buses,868,ELP_pdf
2025,8,El Paso,El Paso,Bridge of the Americas,Commercial Trucks,14076,ELP_pdf
2025,8,El Paso,El Paso,Bridge of the Americas,Passenger Vehicles,288477,ELP_pdf
2025,8,El Paso,El Paso,Bridge of the Americas,Pedestrians/ Bicyclists,116291,ELP_pdf
2025,8,El Paso,El Paso,El Paso Railroad Bridges,Railcars,9928,ELP_pdf
2025,8,El Paso,El Paso,Good Neighbor Bridge,Buses,0,ELP_pdf
2025,8,El Paso,El Paso,Good Neighbor Bridge,Commercial Trucks,0,ELP_pdf
2025,8,El Paso,El Paso,Good Neighbor Bridge,Passenger Vehicles,148248,ELP_pdf
2025,8,El Paso,El Paso,Good Neighbor Bridge,Pedestrians/ Bicyclists,0,ELP_pdf
2025,8,El Paso,El Paso,Paso del Norte Bridge,Buses,294,ELP_pdf
2025,8,El Paso,El Paso,Paso del Norte Bridge,Commercial Trucks,0,ELP_pdf
2025,8,El Paso,El Paso,Paso del Norte Bridge,Passenger Vehicles,234251,ELP_pdf
2025,8,El Paso,El Paso,Paso del Norte Bridge,Pedestrians/ Bicyclists,321119,ELP_pdf
2025,8,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Buses,0,ELP_pdf
2025,8,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Commercial Trucks,0,ELP_pdf
2025,8,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Passenger Vehicles,10406,ELP_pdf
2025,8,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Pedestrians/ Bicyclists,235,ELP_pdf
2025,8,El Paso,Marcelino Serna,Marcelino Serna Bridge,Buses,0,ELP_pdf
2025,8,El Paso,Marcelino Serna,Marcelino Serna Bridge,Commercial Trucks,3169,ELP_pdf
2025,8,El Paso,Marcelino Serna,Marcelino Serna Bridge,Passenger Vehicles,58124,ELP_pdf
2025,8,El Paso,Marcelino Serna,Marcelino Serna Bridge,Pedestrians/ Bicyclists,7811,ELP_pdf
2025,8,El Paso,Presidio,Boquillas,Buses,0,ELP_pdf
2025,8,El Paso,Presidio,Boquillas,Commercial Trucks,0,ELP_pdf
2025,8,El Paso,Presidio,Boquillas,Passenger Vehicles,0,ELP_pdf
2025,8,El Paso,Presidio,Boquillas,Pedestrians/ Bicyclists,657,ELP_pdf
2025,8,El Paso,Presidio,Presidio-Ojinaga International Bridge,Buses,251,ELP_pdf
2025,8,El Paso,Presidio,Presidio-Ojinaga International Bridge,Commercial Trucks,755,ELP_pdf
2025,8,El Paso,Presidio,Presidio-Ojinaga International Bridge,Passenger Vehicles,58713,ELP_pdf
2025,8,El Paso,Presidio,Presidio-Ojinaga International Bridge,Pedestrians/ Bicyclists,8934,ELP_pdf
2025,8,El Paso,Ysleta,Ysleta Bridge,Buses,0,ELP_pdf
2025,8,El Paso,Ysleta,Ysleta Bridge,Commercial Trucks,53992,ELP_pdf
2025,8,El Paso,Ysleta,Ysleta Bridge,Passenger Vehicles,328173,ELP_pdf
2025,8,El Paso,Ysleta,Ysleta Bridge,Pedestrians/ Bicyclists,181006,ELP_pdf
2025,9,El Paso,El Paso,Bridge of the Americas,Buses,725,ELP_pdf
2025,9,El Paso,El Paso,Bridge of the Americas,Commercial Trucks,14121,ELP_pdf
2025,9,El Paso,El Paso,Bridge of the Americas,Passenger Vehicles,275946,ELP_pdf
2025,9,El Paso,El Paso,Bridge of the Americas,Pedestrians/ Bicyclists,110818,ELP_pdf
2025,9,El Paso,El Paso,El Paso Railroad Bridges,Railcars,10495,ELP_pdf
2025,9,El Paso,El Paso,Good Neighbor Bridge,Buses,0,ELP_pdf
2025,9,El Paso,El Paso,Good Neighbor Bridge,Commercial Trucks,0,ELP_pdf
2025,9,El Paso,El Paso,Good Neighbor Bridge,Passenger Vehicles,150184,ELP_pdf
2025,9,El Paso,El Paso,Good Neighbor Bridge,Pedestrians/ Bicyclists,0,ELP_pdf
2025,9,El Paso,El Paso,Paso del Norte Bridge,Buses,282,ELP_pdf
2025,9,El Paso,El Paso,Paso del Norte Bridge,Commercial Trucks,0,ELP_pdf
2025,9,El Paso,El Paso,Paso del Norte Bridge,Passenger Vehicles,233588,ELP_pdf
2025,9,El Paso,El Paso,Paso del Norte Bridge,Pedestrians/ Bicyclists,321570,ELP_pdf
2025,9,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Buses,0,ELP_pdf
2025,9,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Commercial Trucks,0,ELP_pdf
2025,9,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Passenger Vehicles,10423,ELP_pdf
2025,9,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Pedestrians/ Bicyclists,313,ELP_pdf
2025,9,El Paso,Marcelino Serna,Marcelino Serna Bridge,Buses,0,ELP_pdf
2025,9,El Paso,Marcelino Serna,Marcelino Serna Bridge,Commercial Trucks,4022,ELP_pdf
2025,9,El Paso,Marcelino Serna,Marcelino Serna Bridge,Passenger Vehicles,53890,ELP_pdf
2025,9,El Paso,Marcelino Serna,Marcelino Serna Bridge,Pedestrians/ Bicyclists,6872,ELP_pdf
2025,9,El Paso,Presidio,Boquillas,Buses,0,ELP_pdf
2025,9,El Paso,Presidio,Boquillas,Commercial Trucks,0,ELP_pdf
2025,9,El Paso,Presidio,Boquillas,Passenger Vehicles,0,ELP_pdf
2025,9,El Paso,Presidio,Boquillas,Pedestrians/ Bicyclists,663,ELP_pdf
2025,9,El Paso,Presidio,Presidio-Ojinaga International Bridge,Buses,201,ELP_pdf
2025,9,El Paso,Presidio,Presidio-Ojinaga International Bridge,Commercial Trucks,729,ELP_pdf
2025,9,El Paso,Presidio,Presidio-Ojinaga International Bridge,Passenger Vehicles,57021,ELP_pdf
2025,9,El Paso,Presidio,Presidio-Ojinaga International Bridge,Pedestrians/ Bicyclists,13575,ELP_pdf
2025,9,El Paso,Ysleta,Ysleta Bridge,Buses,0,ELP_pdf
2025,9,El Paso,Ysleta,Ysleta Bridge,Commercial Trucks,55355,ELP_pdf
2025,9,El Paso,Ysleta,Ysleta Bridge,Passenger Vehicles,323503,ELP_pdf
2025,9,El Paso,Ysleta,Ysleta Bridge,Pedestrians/ Bicyclists,177704,ELP_pdf
2025,10,El Paso,El Paso,Bridge of the Americas,Buses,400,ELP_pdf
2025,10,El Paso,El Paso,Bridge of the Americas,Commercial Trucks,15637,ELP_pdf
2025,10,El Paso,El Paso,Bridge of the Americas,Passenger Vehicles,287808,ELP_pdf
2025,10,El Paso,El Paso,Bridge of the Americas,Pedestrians/ Bicyclists,111245,ELP_pdf
2025,10,El Paso,El Paso,El Paso Railroad Bridges,Railcars,11664,ELP_pdf
2025,10,El Paso,El Paso,Good Neighbor Bridge,Buses,0,ELP_pdf
2025,10,El Paso,El Paso,Good Neighbor Bridge,Commercial Trucks,0,ELP_pdf
2025,10,El Paso,El Paso,Good Neighbor Bridge,Passenger Vehicles,156481,ELP_pdf
2025,10,El Paso,El Paso,Good Neighbor Bridge,Pedestrians/ Bicyclists,0,ELP_pdf
2025,10,El Paso,El Paso,Paso del Norte Bridge,Buses,233,ELP_pdf
2025,10,El Paso,El Paso,Paso del Norte Bridge,Commercial Trucks,0,ELP_pdf
2025,10,El Paso,El Paso,Paso del Norte Bridge,Passenger Vehicles,230218,ELP_pdf
2025,10,El Paso,El Paso,Paso del Norte Bridge,Pedestrians/ Bicyclists,325700,ELP_pdf
2025,10,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Buses,0,ELP_pdf
2025,10,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Commercial Trucks,0,ELP_pdf
2025,10,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Passenger Vehicles,10601,ELP_pdf
2025,10,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Pedestrians/ Bicyclists,221,ELP_pdf
2025,10,El Paso,Marcelino Serna,Marcelino Serna Bridge,Buses,0,ELP_pdf
2025,10,El Paso,Marcelino Serna,Marcelino Serna Bridge,Commercial Trucks,3880,ELP_pdf
2025,10,El Paso,Marcelino Serna,Marcelino Serna Bridge,Passenger Vehicles,56437,ELP_pdf
2025,10,El Paso,Marcelino Serna,Marcelino Serna Bridge,Pedestrians/ Bicyclists,6262,ELP_pdf
2025,10,El Paso,Presidio,Boquillas,Buses,0,ELP_pdf
2025,10,El Paso,Presidio,Boquillas,Commercial Trucks,0,ELP_pdf
2025,10,El Paso,Presidio,Boquillas,Passenger Vehicles,0,ELP_pdf
2025,10,El Paso,Presidio,Boquillas,Pedestrians/ Bicyclists,1780,ELP_pdf
2025,10,El Paso,Presidio,Presidio-Ojinaga International Bridge,Buses,158,ELP_pdf
2025,10,El Paso,Presidio,Presidio-Ojinaga International Bridge,Commercial Trucks,889,ELP_pdf
2025,10,El Paso,Presidio,Presidio-Ojinaga International Bridge,Passenger Vehicles,58554,ELP_pdf
2025,10,El Paso,Presidio,Presidio-Ojinaga International Bridge,Pedestrians/ Bicyclists,13802,ELP_pdf
2025,10,El Paso,Ysleta,Ysleta Bridge,Buses,0,ELP_pdf
2025,10,El Paso,Ysleta,Ysleta Bridge,Commercial Trucks,60991,ELP_pdf
2025,10,El Paso,Ysleta,Ysleta Bridge,Passenger Vehicles,332718,ELP_pdf
2025,10,El Paso,Ysleta,Ysleta Bridge,Pedestrians/ Bicyclists,175421,ELP_pdf
2025,11,El Paso,El Paso,Bridge of the Americas,Buses,323,ELP_pdf
2025,11,El Paso,El Paso,Bridge of the Americas,Commercial Trucks,11933,ELP_pdf
2025,11,El Paso,El Paso,Bridge of the Americas,Passenger Vehicles,294645,ELP_pdf
2025,11,El Paso,El Paso,Bridge of the Americas,Pedestrians/ Bicyclists,109380,ELP_pdf
2025,11,El Paso,El Paso,El Paso Railroad Bridges,Railcars,9114,ELP_pdf
2025,11,El Paso,El Paso,Good Neighbor Bridge,Buses,0,ELP_pdf
2025,11,El Paso,El Paso,Good Neighbor Bridge,Commercial Trucks,0,ELP_pdf
2025,11,El Paso,El Paso,Good Neighbor Bridge,Passenger Vehicles,144250,ELP_pdf
2025,11,El Paso,El Paso,Good Neighbor Bridge,Pedestrians/ Bicyclists,0,ELP_pdf
2025,11,El Paso,El Paso,Paso del Norte Bridge,Buses,228,ELP_pdf
2025,11,El Paso,El Paso,Paso del Norte Bridge,Commercial Trucks,0,ELP_pdf
2025,11,El Paso,El Paso,Paso del Norte Bridge,Passenger Vehicles,216236,ELP_pdf
2025,11,El Paso,El Paso,Paso del Norte Bridge,Pedestrians/ Bicyclists,325546,ELP_pdf
2025,11,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Buses,0,ELP_pdf
2025,11,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Commercial Trucks,0,ELP_pdf
2025,11,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Passenger Vehicles,11558,ELP_pdf
2025,11,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Pedestrians/ Bicyclists,286,ELP_pdf
2025,11,El Paso,Marcelino Serna,Marcelino Serna Bridge,Buses,0,ELP_pdf
2025,11,El Paso,Marcelino Serna,Marcelino Serna Bridge,Commercial Trucks,2928,ELP_pdf
2025,11,El Paso,Marcelino Serna,Marcelino Serna Bridge,Passenger Vehicles,59915,ELP_pdf
2025,11,El Paso,Marcelino Serna,Marcelino Serna Bridge,Pedestrians/ Bicyclists,6284,ELP_pdf
2025,11,El Paso,Presidio,Boquillas,Buses,0,ELP_pdf
2025,11,El Paso,Presidio,Boquillas,Commercial Trucks,0,ELP_pdf
2025,11,El Paso,Presidio,Boquillas,Passenger Vehicles,0,ELP_pdf
2025,11,El Paso,Presidio,Boquillas,Pedestrians/ Bicyclists,2702,ELP_pdf
2025,11,El Paso,Presidio,Presidio-Ojinaga International Bridge,Buses,177,ELP_pdf
2025,11,El Paso,Presidio,Presidio-Ojinaga International Bridge,Commercial Trucks,925,ELP_pdf
2025,11,El Paso,Presidio,Presidio-Ojinaga International Bridge,Passenger Vehicles,56311,ELP_pdf
2025,11,El Paso,Presidio,Presidio-Ojinaga International Bridge,Pedestrians/ Bicyclists,15985,ELP_pdf
2025,11,El Paso,Ysleta,Ysleta Bridge,Buses,0,ELP_pdf
2025,11,El Paso,Ysleta,Ysleta Bridge,Commercial Trucks,45523,ELP_pdf
2025,11,El Paso,Ysleta,Ysleta Bridge,Passenger Vehicles,306925,ELP_pdf
2025,11,El Paso,Ysleta,Ysleta Bridge,Pedestrians/ Bicyclists,180328,ELP_pdf
2025,12,El Paso,El Paso,Bridge of the Americas,Buses,501,ELP_pdf
2025,12,El Paso,El Paso,Bridge of the Americas,Commercial Trucks,12845,ELP_pdf
2025,12,El Paso,El Paso,Bridge of the Americas,Passenger Vehicles,300491,ELP_pdf
2025,12,El Paso,El Paso,Bridge of the Americas,Pedestrians/ Bicyclists,107774,ELP_pdf
2025,12,El Paso,El Paso,El Paso Railroad Bridges,Railcars,8019,ELP_pdf
2025,12,El Paso,El Paso,Good Neighbor Bridge,Buses,0,ELP_pdf
2025,12,El Paso,El Paso,Good Neighbor Bridge,Commercial Trucks,0,ELP_pdf
2025,12,El Paso,El Paso,Good Neighbor Bridge,Passenger Vehicles,154796,ELP_pdf
2025,12,El Paso,El Paso,Good Neighbor Bridge,Pedestrians/ Bicyclists,0,ELP_pdf
2025,12,El Paso,El Paso,Paso del Norte Bridge,Buses,258,ELP_pdf
2025,12,El Paso,El Paso,Paso del Norte Bridge,Commercial Trucks,0,ELP_pdf
2025,12,El Paso,El Paso,Paso del Norte Bridge,Passenger Vehicles,216917,ELP_pdf
2025,12,El Paso,El Paso,Paso del Norte Bridge,Pedestrians/ Bicyclists,330153,ELP_pdf
2025,12,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Buses,0,ELP_pdf
2025,12,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Commercial Trucks,0,ELP_pdf
2025,12,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Passenger Vehicles,12548,ELP_pdf
2025,12,El Paso,Marcelino Serna,Fort Hancock-El Porvenir Bridge,Pedestrians/ Bicyclists,247,ELP_pdf
2025,12,El Paso,Marcelino Serna,Marcelino Serna Bridge,Buses,0,ELP_pdf
2025,12,El Paso,Marcelino Serna,Marcelino Serna Bridge,Commercial Trucks,2991,ELP_pdf
2025,12,El Paso,Marcelino Serna,Marcelino Serna Bridge,Passenger Vehicles,65136,ELP_pdf
2025,12,El Paso,Marcelino Serna,Marcelino Serna Bridge,Pedestrians/ Bicyclists,11637,ELP_pdf
2025,12,El Paso,Presidio,Boquillas,Buses,0,ELP_pdf
2025,12,El Paso,Presidio,Boquillas,Commercial Trucks,0,ELP_pdf
2025,12,El Paso,Presidio,Boquillas,Passenger Vehicles,0,ELP_pdf
2025,12,El Paso,Presidio,Boquillas,Pedestrians/ Bicyclists,2497,ELP_pdf
2025,12,El Paso,Presidio,Presidio-Ojinaga International Bridge,Buses,186,ELP_pdf
2025,12,El Paso,Presidio,Presidio-Ojinaga International Bridge,Commercial Trucks,856,ELP_pdf
2025,12,El Paso,Presidio,Presidio-Ojinaga International Bridge,Passenger Vehicles,57671,ELP_pdf
2025,12,El Paso,Presidio,Presidio-Ojinaga International Bridge,Pedestrians/ Bicyclists,22354,ELP_pdf
2025,12,El Paso,Ysleta,Ysleta Bridge,Buses,0,ELP_pdf
2025,12,El Paso,Ysleta,Ysleta Bridge,Commercial Trucks,50232,ELP_pdf
2025,12,El Paso,Ysleta,Ysleta Bridge,Passenger Vehicles,301598,ELP_pdf
2025,12,El Paso,Ysleta,Ysleta Bridge,Pedestrians/ Bicyclists,186369,ELP_pdf
