Year,Month,Region,POE,Crossing,Modes,source,Northbound Crossing
2025,8,Laredo,Laredo,Colombia Solidarity Bridge,Buses,LRD_RVG_xlsx,0
2025,8,Laredo,Laredo,Colombia Solidarity Bridge,Commercial Trucks,LRD_RVG_xlsx,60740
2025,8,Laredo,Laredo,Colombia Solidarity Bridge,Passenger Vehicles,LRD_RVG_xlsx,43212
2025,8,Laredo,Laredo,Colombia Solidarity Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,1246
2025,8,Laredo,Laredo,Gateway to the Americas Bridge,Buses,LRD_RVG_xlsx,0
2025,8,Laredo,Laredo,Gateway to the Americas Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,8,Laredo,Laredo,Gateway to the Americas Bridge,Passenger Vehicles,LRD_RVG_xlsx,144927
2025,8,Laredo,Laredo,Gateway to the Americas Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,249898
2025,8,Laredo,Laredo,Juárez-Lincoln International Bridge,Buses,LRD_RVG_xlsx,2497
2025,8,Laredo,Laredo,Juárez-Lincoln International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,8,Laredo,Laredo,Juárez-Lincoln International Bridge,Passenger Vehicles,LRD_RVG_xlsx,262500
2025,8,Laredo,Laredo,Juárez-Lincoln International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,8,Laredo,Laredo,World Trade Bridge,Buses,LRD_RVG_xlsx,0
2025,8,Laredo,Laredo,World Trade Bridge,Commercial Trucks,LRD_RVG_xlsx,186534
2025,8,Laredo,Laredo,World Trade Bridge,Passenger Vehicles,LRD_RVG_xlsx,0
2025,8,Laredo,Laredo,World Trade Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,8,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Buses,LRD_RVG_xlsx,0
2025,8,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,8,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Passenger Vehicles,LRD_RVG_xlsx,118414
2025,8,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,59463
2025,8,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Buses,LRD_RVG_xlsx,0
2025,8,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Commercial Trucks,LRD_RVG_xlsx,7751
2025,8,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Passenger Vehicles,LRD_RVG_xlsx,51119
2025,8,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Pedestrians/ Bicyclists,LRD_RVG_xlsx,6933
2025,8,Pharr,Brownsville,Gateway International Bridge,Buses,LRD_RVG_xlsx,0
2025,8,Pharr,Brownsville,Gateway International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,8,Pharr,Brownsville,Gateway International Bridge,Passenger Vehicles,LRD_RVG_xlsx,96406
2025,8,Pharr,Brownsville,Gateway International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,158441
2025,8,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Buses,LRD_RVG_xlsx,300
2025,8,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Commercial Trucks,LRD_RVG_xlsx,19366
2025,8,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Passenger Vehicles,LRD_RVG_xlsx,138679
2025,8,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Pedestrians/ Bicyclists,LRD_RVG_xlsx,14509
2025,8,Pharr,Brownsville,West Rail Bridge,Railcars,LRD_RVG_xlsx,7948
2025,8,Pharr,Hidalgo,Anzalduas International Bridge,Buses,LRD_RVG_xlsx,0
2025,8,Pharr,Hidalgo,Anzalduas International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,8,Pharr,Hidalgo,Anzalduas International Bridge,Passenger Vehicles,LRD_RVG_xlsx,112873
2025,8,Pharr,Hidalgo,Anzalduas International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,8,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Buses,LRD_RVG_xlsx,933
2025,8,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,8,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Passenger Vehicles,LRD_RVG_xlsx,183776
2025,8,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,203357
2025,8,Pharr,Hidalgo,Pharr International Bridge,Buses,LRD_RVG_xlsx,0
2025,8,Pharr,Hidalgo,Pharr International Bridge,Commercial Trucks,LRD_RVG_xlsx,60318
2025,8,Pharr,Hidalgo,Pharr International Bridge,Passenger Vehicles,LRD_RVG_xlsx,50231
2025,8,Pharr,Hidalgo,Pharr International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,8,Pharr,Progreso,Donna-Rio Bravo International Bridge,Buses,LRD_RVG_xlsx,0
2025,8,Pharr,Progreso,Donna-Rio Bravo International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,8,Pharr,Progreso,Donna-Rio Bravo International Bridge,Passenger Vehicles,LRD_RVG_xlsx,57657
2025,8,Pharr,Progreso,Donna-Rio Bravo International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,71
2025,8,Pharr,Progreso,Progreso International Bridge,Buses,LRD_RVG_xlsx,0
2025,8,Pharr,Progreso,Progreso International Bridge,Commercial Trucks,LRD_RVG_xlsx,5653
2025,8,Pharr,Progreso,Progreso International Bridge,Passenger Vehicles,LRD_RVG_xlsx,50215
2025,8,Pharr,Progreso,Progreso International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,91077
2025,8,Pharr,Rio Grande City,Los Ebanos Ferry,Buses,LRD_RVG_xlsx,0
2025,8,Pharr,Rio Grande City,Los Ebanos Ferry,Commercial Trucks,LRD_RVG_xlsx,0
2025,8,Pharr,Rio Grande City,Los Ebanos Ferry,Passenger Vehicles,LRD_RVG_xlsx,4141
2025,8,Pharr,Rio Grande City,Los Ebanos Ferry,Pedestrians/ Bicyclists,LRD_RVG_xlsx,3032
2025,8,Pharr,Rio Grande City,Starr-Camargo Bridge,Buses,LRD_RVG_xlsx,0
2025,8,Pharr,Rio Grande City,Starr-Camargo Bridge,Commercial Trucks,LRD_RVG_xlsx,2338
2025,8,Pharr,Rio Grande City,Starr-Camargo Bridge,Passenger Vehicles,LRD_RVG_xlsx,38551
2025,8,Pharr,Rio Grande City,Starr-Camargo Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,4234
2025,8,Pharr,Roma,Lake Falcon Dam International Crossing,Buses,LRD_RVG_xlsx,0
2025,8,Pharr,Roma,Lake Falcon Dam International Crossing,Commercial Trucks,LRD_RVG_xlsx,0
2025,8,Pharr,Roma,Lake Falcon Dam International Crossing,Passenger Vehicles,LRD_RVG_xlsx,12142
2025,8,Pharr,Roma,Lake Falcon Dam International Crossing,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,8,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Buses,LRD_RVG_xlsx,79
2025,8,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Commercial Trucks,LRD_RVG_xlsx,4253
2025,8,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Passenger Vehicles,LRD_RVG_xlsx,63723
2025,8,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,16642
2025,9,Laredo,Del Rio,Del Rio International Bridge,Buses,LRD_RVG_xlsx,0
2025,9,Laredo,Del Rio,Del Rio International Bridge,Commercial Trucks,LRD_RVG_xlsx,7240
2025,9,Laredo,Del Rio,Del Rio International Bridge,Passenger Vehicles,LRD_RVG_xlsx,145911
2025,9,Laredo,Del Rio,Del Rio International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,21000
2025,9,Laredo,Del Rio,Lake Amistad Dam Crossing,Buses,LRD_RVG_xlsx,0
2025,9,Laredo,Del Rio,Lake Amistad Dam Crossing,Commercial Trucks,LRD_RVG_xlsx,0
2025,9,Laredo,Del Rio,Lake Amistad Dam Crossing,Passenger Vehicles,LRD_RVG_xlsx,7224
2025,9,Laredo,Del Rio,Lake Amistad Dam Crossing,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,9,Laredo,Eagle Pass,Camino Real International Bridge,Buses,LRD_RVG_xlsx,581
2025,9,Laredo,Eagle Pass,Camino Real International Bridge,Commercial Trucks,LRD_RVG_xlsx,33701
2025,9,Laredo,Eagle Pass,Camino Real International Bridge,Passenger Vehicles,LRD_RVG_xlsx,161888
2025,9,Laredo,Eagle Pass,Camino Real International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,31166
2025,9,Laredo,Eagle Pass,Eagle Pass International Bridge,Buses,LRD_RVG_xlsx,0
2025,9,Laredo,Eagle Pass,Eagle Pass International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,9,Laredo,Eagle Pass,Eagle Pass International Bridge,Passenger Vehicles,LRD_RVG_xlsx,75152
2025,9,Laredo,Eagle Pass,Eagle Pass International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,57357
2025,9,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Railcars,LRD_RVG_xlsx,38084
2025,9,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Railcars,LRD_RVG_xlsx,40967
2025,9,Laredo,Laredo,Colombia Solidarity Bridge,Buses,LRD_RVG_xlsx,0
2025,9,Laredo,Laredo,Colombia Solidarity Bridge,Commercial Trucks,LRD_RVG_xlsx,59293
2025,9,Laredo,Laredo,Colombia Solidarity Bridge,Passenger Vehicles,LRD_RVG_xlsx,36369
2025,9,Laredo,Laredo,Colombia Solidarity Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,1363
2025,9,Laredo,Laredo,Gateway to the Americas Bridge,Buses,LRD_RVG_xlsx,0
2025,9,Laredo,Laredo,Gateway to the Americas Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,9,Laredo,Laredo,Gateway to the Americas Bridge,Passenger Vehicles,LRD_RVG_xlsx,147422
2025,9,Laredo,Laredo,Gateway to the Americas Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,246281
2025,9,Laredo,Laredo,Juárez-Lincoln International Bridge,Buses,LRD_RVG_xlsx,706
2025,9,Laredo,Laredo,Juárez-Lincoln International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,9,Laredo,Laredo,Juárez-Lincoln International Bridge,Passenger Vehicles,LRD_RVG_xlsx,257370
2025,9,Laredo,Laredo,Juárez-Lincoln International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,9,Laredo,Laredo,World Trade Bridge,Buses,LRD_RVG_xlsx,0
2025,9,Laredo,Laredo,World Trade Bridge,Commercial Trucks,LRD_RVG_xlsx,183827
2025,9,Laredo,Laredo,World Trade Bridge,Passenger Vehicles,LRD_RVG_xlsx,0
2025,9,Laredo,Laredo,World Trade Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,9,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Buses,LRD_RVG_xlsx,0
2025,9,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,9,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Passenger Vehicles,LRD_RVG_xlsx,118573
2025,9,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,55681
2025,9,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Buses,LRD_RVG_xlsx,0
2025,9,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Commercial Trucks,LRD_RVG_xlsx,9437
2025,9,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Passenger Vehicles,LRD_RVG_xlsx,46054
2025,9,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Pedestrians/ Bicyclists,LRD_RVG_xlsx,2261
2025,9,Pharr,Brownsville,Gateway International Bridge,Buses,LRD_RVG_xlsx,0
2025,9,Pharr,Brownsville,Gateway International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,9,Pharr,Brownsville,Gateway International Bridge,Passenger Vehicles,LRD_RVG_xlsx,94416
2025,9,Pharr,Brownsville,Gateway International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,157162
2025,9,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Buses,LRD_RVG_xlsx,320
2025,9,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Commercial Trucks,LRD_RVG_xlsx,20973
2025,9,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Passenger Vehicles,LRD_RVG_xlsx,133813
2025,9,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Pedestrians/ Bicyclists,LRD_RVG_xlsx,13725
2025,9,Pharr,Brownsville,West Rail Bridge,Railcars,LRD_RVG_xlsx,7036
2025,9,Pharr,Hidalgo,Anzalduas International Bridge,Buses,LRD_RVG_xlsx,0
2025,9,Pharr,Hidalgo,Anzalduas International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,9,Pharr,Hidalgo,Anzalduas International Bridge,Passenger Vehicles,LRD_RVG_xlsx,110883
2025,9,Pharr,Hidalgo,Anzalduas International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,9,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Buses,LRD_RVG_xlsx,916
2025,9,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,9,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Passenger Vehicles,LRD_RVG_xlsx,192905
2025,9,Pharr,Hidalgo,McAllen-Hidalgo International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,205948
2025,9,Pharr,Hidalgo,Pharr International Bridge,Buses,LRD_RVG_xlsx,0
2025,9,Pharr,Hidalgo,Pharr International Bridge,Commercial Trucks,LRD_RVG_xlsx,61336
2025,9,Pharr,Hidalgo,Pharr International Bridge,Passenger Vehicles,LRD_RVG_xlsx,44197
2025,9,Pharr,Hidalgo,Pharr International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,9,Pharr,Progreso,Donna-Rio Bravo International Bridge,Buses,LRD_RVG_xlsx,0
2025,9,Pharr,Progreso,Donna-Rio Bravo International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,9,Pharr,Progreso,Donna-Rio Bravo International Bridge,Passenger Vehicles,LRD_RVG_xlsx,57636
2025,9,Pharr,Progreso,Donna-Rio Bravo International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,84
2025,9,Pharr,Progreso,Progreso International Bridge,Buses,LRD_RVG_xlsx,0
2025,9,Pharr,Progreso,Progreso International Bridge,Commercial Trucks,LRD_RVG_xlsx,6317
2025,9,Pharr,Progreso,Progreso International Bridge,Passenger Vehicles,LRD_RVG_xlsx,45266
2025,9,Pharr,Progreso,Progreso International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,84250
2025,9,Pharr,Rio Grande City,Los Ebanos Ferry,Buses,LRD_RVG_xlsx,0
2025,9,Pharr,Rio Grande City,Los Ebanos Ferry,Commercial Trucks,LRD_RVG_xlsx,0
2025,9,Pharr,Rio Grande City,Los Ebanos Ferry,Passenger Vehicles,LRD_RVG_xlsx,3733
2025,9,Pharr,Rio Grande City,Los Ebanos Ferry,Pedestrians/ Bicyclists,LRD_RVG_xlsx,3217
2025,9,Pharr,Rio Grande City,Starr-Camargo Bridge,Buses,LRD_RVG_xlsx,0
2025,9,Pharr,Rio Grande City,Starr-Camargo Bridge,Commercial Trucks,LRD_RVG_xlsx,2259
2025,9,Pharr,Rio Grande City,Starr-Camargo Bridge,Passenger Vehicles,LRD_RVG_xlsx,37156
2025,9,Pharr,Rio Grande City,Starr-Camargo Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,5106
2025,9,Pharr,Roma,Lake Falcon Dam International Crossing,Buses,LRD_RVG_xlsx,0
2025,9,Pharr,Roma,Lake Falcon Dam International Crossing,Commercial Trucks,LRD_RVG_xlsx,0
2025,9,Pharr,Roma,Lake Falcon Dam International Crossing,Passenger Vehicles,LRD_RVG_xlsx,12512
2025,9,Pharr,Roma,Lake Falcon Dam International Crossing,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,9,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Buses,LRD_RVG_xlsx,83
2025,9,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Commercial Trucks,LRD_RVG_xlsx,4000
2025,9,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Passenger Vehicles,LRD_RVG_xlsx,63689
2025,9,Pharr,Roma,Roma-Ciudad Miguel Alemán International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,17627
2025,10,Laredo,Del Rio,Del Rio International Bridge,Buses,LRD_RVG_xlsx,0
2025,10,Laredo,Del Rio,Del Rio International Bridge,Commercial Trucks,LRD_RVG_xlsx,7996
2025,10,Laredo,Del Rio,Del Rio International Bridge,Passenger Vehicles,LRD_RVG_xlsx,148045
2025,10,Laredo,Del Rio,Del Rio International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,23125
2025,10,Laredo,Del Rio,Lake Amistad Dam Crossing,Buses,LRD_RVG_xlsx,0
2025,10,Laredo,Del Rio,Lake Amistad Dam Crossing,Commercial Trucks,LRD_RVG_xlsx,0
2025,10,Laredo,Del Rio,Lake Amistad Dam Crossing,Passenger Vehicles,LRD_RVG_xlsx,9250
2025,10,Laredo,Del Rio,Lake Amistad Dam Crossing,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,10,Laredo,Eagle Pass,Camino Real International Bridge,Buses,LRD_RVG_xlsx,642
2025,10,Laredo,Eagle Pass,Camino Real International Bridge,Commercial Trucks,LRD_RVG_xlsx,31566
2025,10,Laredo,Eagle Pass,Camino Real International Bridge,Passenger Vehicles,LRD_RVG_xlsx,162918
2025,10,Laredo,Eagle Pass,Camino Real International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,33012
2025,10,Laredo,Eagle Pass,Eagle Pass International Bridge,Buses,LRD_RVG_xlsx,1
2025,10,Laredo,Eagle Pass,Eagle Pass International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,10,Laredo,Eagle Pass,Eagle Pass International Bridge,Passenger Vehicles,LRD_RVG_xlsx,77552
2025,10,Laredo,Eagle Pass,Eagle Pass International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,63937
2025,10,Laredo,Eagle Pass,Union Pacific Eagle Pass Railroad Bridge,Railcars,LRD_RVG_xlsx,41471
2025,10,Laredo,Laredo,Canadian Pacific Kansas City Laredo Railroad Bridge,Railcars,LRD_RVG_xlsx,43192
2025,10,Laredo,Laredo,Colombia Solidarity Bridge,Buses,LRD_RVG_xlsx,0
2025,10,Laredo,Laredo,Colombia Solidarity Bridge,Commercial Trucks,LRD_RVG_xlsx,61942
2025,10,Laredo,Laredo,Colombia Solidarity Bridge,Passenger Vehicles,LRD_RVG_xlsx,37506
2025,10,Laredo,Laredo,Colombia Solidarity Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,1562
2025,10,Laredo,Laredo,Gateway to the Americas Bridge,Buses,LRD_RVG_xlsx,0
2025,10,Laredo,Laredo,Gateway to the Americas Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,10,Laredo,Laredo,Gateway to the Americas Bridge,Passenger Vehicles,LRD_RVG_xlsx,156573
2025,10,Laredo,Laredo,Gateway to the Americas Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,266186
2025,10,Laredo,Laredo,Juárez-Lincoln International Bridge,Buses,LRD_RVG_xlsx,2226
2025,10,Laredo,Laredo,Juárez-Lincoln International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,10,Laredo,Laredo,Juárez-Lincoln International Bridge,Passenger Vehicles,LRD_RVG_xlsx,261725
2025,10,Laredo,Laredo,Juárez-Lincoln International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,10,Laredo,Laredo,World Trade Bridge,Buses,LRD_RVG_xlsx,0
2025,10,Laredo,Laredo,World Trade Bridge,Commercial Trucks,LRD_RVG_xlsx,196854
2025,10,Laredo,Laredo,World Trade Bridge,Passenger Vehicles,LRD_RVG_xlsx,0
2025,10,Laredo,Laredo,World Trade Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,0
2025,10,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Buses,LRD_RVG_xlsx,0
2025,10,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,10,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Passenger Vehicles,LRD_RVG_xlsx,139365
2025,10,Pharr,Brownsville,Brownsville & Matamoros Express Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,57698
2025,10,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Buses,LRD_RVG_xlsx,0
2025,10,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Commercial Trucks,LRD_RVG_xlsx,9581
2025,10,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Passenger Vehicles,LRD_RVG_xlsx,47039
2025,10,Pharr,Brownsville,Free Trade International Bridge (Los Indios),Pedestrians/ Bicyclists,LRD_RVG_xlsx,2206
2025,10,Pharr,Brownsville,Gateway International Bridge,Buses,LRD_RVG_xlsx,1
2025,10,Pharr,Brownsville,Gateway International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
2025,10,Pharr,Brownsville,Gateway International Bridge,Passenger Vehicles,LRD_RVG_xlsx,91969
2025,10,Pharr,Brownsville,Gateway International Bridge,Pedestrians/ Bicyclists,LRD_RVG_xlsx,164206
2025,10,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Buses,LRD_RVG_xlsx,239
2025,10,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Commercial Trucks,LRD_RVG_xlsx,22150
2025,10,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Passenger Vehicles,LRD_RVG_xlsx,149948
2025,10,Pharr,Brownsville,Veterans International Bridge at Los Tomates,Pedestrians/ Bicyclists,LRD_RVG_xlsx,13854
2025,10,Pharr,Brownsville,West Rail Bridge,Railcars,LRD_RVG_xlsx,6867
2025,10,Pharr,Hidalgo,Anzalduas International Bridge,Buses,LRD_RVG_xlsx,0
2025,10,Pharr,Hidalgo,Anzalduas International Bridge,Commercial Trucks,LRD_RVG_xlsx,0
